CV,Kliep,MKliep,KernelDensity,MKernelDensity
0.02012303200917523,0.007204768698166164,0.046782443915222766,0.0149201694426091,0.06292153440661968
0.05234073610676679,0.05968396647195631,0.01970537192131433,0.050488987183931244,0.00939119280080547
0.049108539255552086,0.054503503249857255,0.04374991402115053,0.06256193912746316,0.09037865897845446
0.13929725784589717,0.1355729126928596,0.15315132098993173,0.1265534461280134,0.13530055138585118
0.08132624335314356,0.11381367197262549,0.03903677877060935,0.11429794469861387,0.03478667503262117
0.1682827650922741,0.19166910645334756,0.15046351899652133,0.19752808164929056,0.1378121790393601
0.008862475237201572,0.019201193403999034,0.04451806205817502,0.03534241516863834,0.03416164971082983
0.023355228860389987,0.03373125587311701,0.05319496604609078,0.0333130966013401,0.020811868220563023
0.06360129287874047,0.05150769850914544,0.09188638871533228,0.056420916926282205,0.08397503197266165
0.0668334897299552,0.07123176749246926,0.03542862907654504,0.012517012541280181,0.048847314219062216
0.11031175059952039,0.13359987977588542,0.08416274773909402,0.19035174168509922,0.08412873057107956
0.09581899697633198,0.11366380047241761,0.035575574270224286,0.12347836145695604,0.04079915016935726
0.023355228860389987,0.006622376189076018,0.01055637488439612,0.03176948175799074,0.0194386767350275
0.02012303200917523,0.03881658289157225,0.02016280156209016,0.004595790670336497,0.031889709639839114
0.09581899697633198,0.057476282512065324,0.0961187650628553,0.001419857689594295,0.05722195038302291
0.22625377958502765,0.22039840620387463,0.1858599878341783,0.20241040861572449,0.183363728078284
0.1682827650922741,0.17366557896545878,0.1120027188301479,0.11883796651341982,0.0984670721323086
0.09581899697633198,0.1241632237299074,0.06837654213032818,0.1541507923879595,0.0814547303851336
0.15379001146908564,0.12119122198420917,0.043765704148760076,0.00713938822657828,0.0892974913094588
0.08132624335314356,0.07377392313424228,0.08414938444438294,0.02029416411570717,0.04898311459419569
