CV,Kliep,MKliep,KernelDensity,MKernelDensity
0.4111323278620645,nan,0.4059578581104166,0.21303111960316845,0.4111430154476136
0.4763311296543706,0.4261824713491044,0.4903844778060941,0.2904518611594158,0.4925768041022952
0.21393484070255295,nan,0.22042738337557025,0.00835350639954413,0.2140810503922148
0.20001583281891167,nan,0.18143244178279505,0.08057026282212988,0.18212596743175768
0.5527670071362883,nan,0.5496153553916379,0.3104617198759291,0.5561918602371589
0.6374676781032492,nan,0.6316456815198059,0.2764929482034072,0.635515466248677
0.8209577041908537,nan,0.8307123826462405,0.4878767181025633,0.8405555781514198
0.7361655850232417,nan,0.7669304842152258,0.4923122827219382,0.7676289066019829
0.4383296739506177,nan,0.4531366031038836,0.3126590633099118,0.4446559012107159
0.12734877268826486,nan,0.1477468480163167,0.11082310242933267,0.12942021992061326
0.6389715512863589,0.5853677075119357,0.6534095204301384,0.3710311781610107,0.656358173802145
0.5986206954731922,nan,0.5977013155393349,0.3684618795519821,0.5989917064989259
0.41219556946752944,nan,0.3964176184672825,0.21810576986147126,0.4097579222999408
0.2967413091387684,nan,0.3249702151196669,0.2386797695820162,0.3096769339386149
0.9086882938339752,0.8554893723205713,0.9233189080602606,0.6103761394010431,0.9324031092424838
0.3609215070862264,nan,0.3592511084824054,0.19161394296711687,0.3586452276376395
0.6671646493071851,0.5753362436292029,0.6786037474776541,0.4074027554641351,0.6805815873274159
1.095033507145931,nan,1.11553311616677,0.8197409843778513,1.1281980055205922
0.6126662477484711,nan,0.6293338905497391,0.3353738556421564,0.6227002082440622
0.2055342110400482,nan,0.1791890866364383,0.09695599688524237,0.20212456096906484
0.9873133053312944,nan,0.9835802844904494,0.9890925615606834,1.0178865519998936
0.11929826339484673,nan,0.130732335949358,0.1864818713470529,0.12414030019638896
0.5184508423007571,nan,0.5048788345802723,0.4567493266247072,0.5145174847789348
0.6824490534958499,nan,0.6702324231538347,0.4896901269941672,0.6866323579304761
0.8329851139528882,nan,0.8151663928824201,0.8403677586999947,0.8478062950381162
0.10035667591794717,nan,0.11955147265580245,0.10074987312546337,0.11833468757189307
0.6782277752353408,nan,0.6483336604240912,0.6616581895718744,0.6768715139074356
0.2607898806681517,nan,0.25440612559625264,0.23040022811534155,0.2679277538857424
0.5803441291333221,nan,0.5797798110590224,0.5460744470442322,0.5882167159783362
0.7494934237952037,0.7143682906414434,0.7415520896103308,0.6837861135092667,0.7631362536018265
0.7481965775800999,nan,0.7440522997078396,0.8181106201708909,0.7702524644171564
0.412923109565657,nan,0.4289512088536632,0.4668076261497691,0.4298756774107627
0.5073548273421008,nan,0.46695974507244403,0.34936353427399713,0.471536110713112
0.606836513287356,nan,0.6049184665874949,0.4963088927013437,0.6107549591693002
0.6059239383841096,nan,0.5879586193173876,0.5665340053738422,0.6044333200234957
0.4559060477720082,0.4136257222105307,0.4482376077964165,0.5265819797878513,0.4644178996243303
0.2658176539379258,0.23611855090875145,0.2666574361563958,0.211498420660305,0.2675988259568475
0.5352099300526857,nan,0.5001716106721026,0.4777770484607982,0.5176716204698625
0.2150642176601777,nan,0.19895346106830525,0.1788887653491742,0.20019696996164416
0.4310591209652328,nan,0.4188325458965873,0.3793544057956407,0.4244559812776696
0.7059147068687006,nan,0.7440958508208546,0.661596089584612,0.7204992011871957
0.6074868440413845,nan,0.6280042297499144,0.37618991689654224,0.6138547607659219
0.4332076536461312,nan,0.4130421464066312,0.040936083005583816,0.4068364147815122
0.4970885761739867,nan,0.5192414231259603,0.4995264376365977,0.5102810329077783
0.4260110217644666,nan,0.4691443974562735,0.5015970425404037,0.44667021229693016
0.8305141447952213,0.8182706091558896,0.84853867879207,0.6432695361778509,0.8446484854354896
0.5941153295153425,nan,0.6476238337606073,0.51212992999519,0.6103091119205373
0.3102015629339413,nan,0.3461605704335404,0.2609438935095624,0.3171120585703834
0.646993435597526,nan,0.6810113792319497,0.4810259585606877,0.6568448664081443
0.5435070240390643,0.5218970184637134,0.5439460452457082,0.4573436536208199,0.5486370499669591
0.449419797005983,nan,0.497609567967835,0.4203861798768501,0.4665216711725282
0.5163087313684287,nan,0.5106895143302246,0.27556161927802114,0.4976449324011558
0.6646025511091147,nan,0.7106572153763273,0.5167119721902401,0.6779651436400433
0.4699239511665958,nan,0.5255662841762179,0.5435690812408607,0.4914186898188266
0.5431276710470447,nan,0.5666518659598705,0.4010957078562529,0.5421725408856913
0.3997963949828114,nan,0.4541073393578897,0.44336143717672,0.4203577906101128
0.5143828843903955,nan,0.5553064652542761,0.3880351681600448,0.5226710609167667
0.2355275306000113,nan,0.270794773899248,0.2433922123062346,0.2527754897979245
0.8676554356809747,nan,0.945961572119152,0.7597002654011261,0.8973907827949668
0.4687801580007442,0.4955919449203202,0.4803275708841579,0.4545178459649184,0.4795136754079032
0.4419719490337234,nan,0.4585764600138335,0.3995443346632488,0.445799366165808
0.5618426277107704,nan,0.5745383307082541,0.4596297696212709,0.560895421428668
1.0308264346254232,nan,1.0554553611340247,0.837910889352204,1.037417018362346
