CV,Kliep,MKliep,KernelDensity,MKernelDensity
4.0,2.0,5.0,3.0,1.0
3.0,5.0,2.0,4.0,1.0
4.0,2.0,5.0,3.0,1.0
4.0,2.0,5.0,3.0,1.0
3.0,5.0,1.0,4.0,2.0
3.0,4.0,2.0,5.0,1.0
3.0,4.0,5.0,2.0,1.0
5.0,3.0,2.0,4.0,1.0
5.0,3.0,1.0,4.0,2.0
3.0,4.0,5.0,2.0,1.0
3.0,4.0,5.0,2.0,1.0
3.0,2.0,5.0,1.0,4.0
3.0,5.0,4.0,2.0,1.0
1.0,5.0,2.0,4.0,3.0
5.0,3.0,2.0,4.0,1.0
4.0,5.0,1.0,3.0,2.0
4.0,2.0,5.0,3.0,1.0
4.0,2.0,5.0,3.0,1.0
5.0,4.0,2.0,3.0,1.0
2.0,4.0,5.0,3.0,1.0

3.55,3.5,3.45,3.1,1.4

1.0235,1.1619,1.6576,0.9434,0.8

1.6275,1.364,1.23
