CV,Kliep,MKliep,KernelDensity,MKernelDensity
383.7873880130938,247.47626774121056,nan,21.627299729954075,366.23774013425094
1024.7916108063519,565.750477442277,nan,67.97627261344451,1021.6172257911408
691.4760832647137,373.2426738272593,nan,93.51634916469425,715.4170189295237
236.95517553169492,51.27571590840364,nan,58.037634489209154,307.53201000851664
1009.1804956176757,705.1068773777574,nan,182.00119826707123,1071.3505009080197
495.96471047267147,220.92143042514545,nan,65.97327740161074,502.4350713862227
365.19283562455286,161.92766753183753,nan,34.875479290834164,325.5374539624032
489.7627242758792,187.22807543294016,nan,34.342861045926384,492.56209762660745
1065.757490095582,707.2856626730365,nan,162.41690551167994,1138.8817459905458
1143.8335588699933,678.900626531667,nan,138.24812549258604,1115.5783523305727
302.04461302540614,75.52683207549057,nan,1.0047320696758106,355.61139468491564
526.345254773257,273.4123691130693,nan,59.92844306653501,555.6457494719943
1462.6632445082078,1079.2347168627834,nan,282.21714560730175,1546.4817649857237
804.3044805586651,458.8708025878825,nan,89.8757071624616,855.6720197775875
777.3389547954241,513.7446118303408,nan,76.9333656037877,839.9939027274361
894.9695978819291,583.5002714287275,nan,136.69225819855683,1010.0016649144297
354.1599152413508,153.48289848455602,nan,18.128634214430576,386.75129886815324
967.4713117011263,616.6193699239161,nan,7.227846560181888,917.2805631710763
1040.8435542822224,731.7065903170285,nan,177.33811889697085,1134.2306965806151
435.71616828856526,154.5302304706155,nan,7.364616370248996,444.52113238520815
