CV,Kliep,MKliep,KernelDensity,MKernelDensity
0.05,0.037732164583608965,0.05340471404672813,0.051142777856378906,0.05182258709134373
0.05,0.051939220471760486,0.032220126284429725,0.033280659488739726,0.026881381425374083
0.05,0.06209425221216507,0.0776056160245295,0.07869775870513035,0.07730472789866452
0.05,0.05209495842997347,0.06993613585232454,0.06303184289845175,0.07464075064280865
0.05,0.03543762633788257,0.04353232360222989,0.03924748189671172,0.04418982219000125
0.05,0.048598853016699035,0.05329514291927128,0.039571739761442105,0.05200979471107494
0.05,0.08696796339386792,0.08215235722843603,0.0934234651168331,0.0895846797855464
0.05,0.01383006241360004,0.01224878001220426,0.01799158788219054,0.013371588673557413
0.05,0.042103695623889915,0.025005960152096184,0.02983760764090352,0.0227307050591794
0.05,0.03078281212997128,0.057529095829152735,0.04180322735275495,0.05803984078143915
0.05,0.07786026756265545,0.06070897510910552,0.07152807298094248,0.0593179755436344
0.05,0.051702644366035715,0.052030691483677775,0.04749995396300896,0.0510933172191663
0.05,0.03242027844948436,0.024421248993224925,0.019488920460937868,0.02407907843078659
0.05,0.02657819197053509,0.02458657046772055,0.0334150235013204,0.02261008736629842
0.05,0.027397264037671468,0.016226770330484898,0.028949850097570826,0.023614294954372905
0.05,0.08581194715547227,0.08591302604294437,0.0955472163277074,0.08444113672861685
0.05,0.07288705760519633,0.07246691415257209,0.06629789182915853,0.07126887230033037
0.05,0.06639473828792809,0.05406906519755026,0.057292938166928285,0.05294913748679225
0.05,0.09174078446823912,0.08145663398794092,0.09181053686063473,0.08004816778334528
0.05,0.0692237715215194,0.08711975145422439,0.08765362773325203,0.08555310868619605
