CV,Kliep,MKliep,KernelDensity,MKernelDensity
3.0,4.0,2.0,5.0,1.0
3.0,4.0,2.0,5.0,1.0
4.0,3.0,1.0,5.0,2.0
3.0,4.0,2.0,5.0,1.0
2.0,4.0,1.0,5.0,3.0
1.0,4.0,2.0,5.0,3.0
3.0,1.0,2.0,5.0,4.0
1.0,4.0,2.0,5.0,3.0
3.0,5.0,1.0,4.0,2.0
3.0,4.0,1.0,5.0,2.0
1.0,4.0,2.0,5.0,3.0
3.0,5.0,1.0,4.0,2.0
4.0,3.0,1.0,5.0,2.0
3.0,4.0,1.0,5.0,2.0
3.0,4.0,1.0,5.0,2.0
5.0,1.0,3.0,4.0,2.0
2.0,4.0,1.0,5.0,3.0
1.0,4.0,3.0,5.0,2.0
1.0,4.0,2.0,5.0,3.0
2.0,4.0,1.0,5.0,3.0

2.55,3.7,1.6,4.85,2.3

1.1169,1.005,0.6633,0.3571,0.781

1.6275,1.364,1.23
