CV,Kliep,MKliep,KernelDensity,MKernelDensity
4.0,2.0,5.0,3.0,1.0
4.0,1.0,5.0,2.0,3.0
5.0,3.0,1.0,4.0,2.0
5.0,3.0,1.0,4.0,2.0
4.0,1.0,5.0,3.0,2.0
4.0,5.0,1.0,3.0,2.0
4.0,2.0,5.0,3.0,1.0
3.0,4.0,2.0,5.0,1.0
3.0,4.0,2.0,5.0,1.0
1.0,5.0,3.0,4.0,2.0
2.0,3.0,5.0,4.0,1.0
4.0,5.0,2.0,3.0,1.0
4.0,5.0,2.0,3.0,1.0
4.0,3.0,1.0,5.0,2.0
4.0,2.0,5.0,3.0,1.0
5.0,3.0,2.0,4.0,1.0
5.0,3.0,2.0,4.0,1.0
4.0,2.0,5.0,3.0,1.0
5.0,3.0,1.0,4.0,2.0
4.0,5.0,2.0,3.0,1.0

3.9,3.2,2.85,3.6,1.45

0.995,1.2884,1.6515,0.8,0.5895

1.6275,1.364,1.23
